,docid,title,year,genres,languages,countries,directors,composers,cast,editors,keywords,writers,plot
159,000851,...Sans laisser d'adresse,1951,Comedy,French,France,"Le Chanois, Jean-Paul","Kosma, Joseph","[{'actor': 'Anys, Georgette', 'role': 'La concierge de Forestier'}, {'actor': 'Arnold, Marcelle', 'role': 'Marguerite Forestier, la femme du dentiste'}, {'actor': 'Aspar, Thérèse', 'role': 'Herself'}, {'actor': 'Barbulée, Madeleine', 'role': 'La marchande de jouets'}, {'actor': 'Baryel, Antonin', 'role': 'Himself'}, {'actor': 'Berton, Jean', 'role': ""L'agent verbalisateur""}, {'actor': 'Blier, Bernard', 'role': 'Émile Gauthier'}, {'actor': 'Carette, Julien', 'role': 'Le tapissier'}, {'actor': 'Carpentier, Liliane', 'role': 'Herself'}, {'actor': 'Casa, José', 'role': 'Himself'}, {'actor': 'Charvey, Marcel', 'role': 'Un client du taxi'}, {'actor': 'Clermont, René', 'role': 'Un journaliste'}, {'actor': 'Cote, Henri', 'role': 'Himself'}, {'actor': 'Coutet, Henri', 'role': 'Un linotypiste'}, {'actor': 'David, Marius (I)', 'role': 'Himself'}, {'actor': 'Delorme, Danièle', 'role': 'Thérèse Ravenaz'}, {'actor': 'Derville, Maurice', 'role': 'Himself'}, {'actor': 'Dynam, Jacques', 'role': 'Un photographe'}, {'actor': 'Eddy, Cécile', 'role': 'Herself'}, {'actor': 'Etcheverry, Michel', 'role': 'Langlois, un futur papa'}, {'actor': 'Etiévant, Yvette', 'role': ""Adrienne Gauthier, la femme d'Émile""}, {'actor': 'Faget, Huguette', 'role': ""L'assistante sociale""}, {'actor': 'Faivre, Paul', 'role': 'Le délégué syndical'}, {'actor': 'Ferval, Pierre', 'role': 'Himself'}, {'actor': 'Gallet, Gustave', 'role': 'Un journaliste'}, {'actor': 'Gréco, Juliette', 'role': 'La chanteuse'}, {'actor': 'Guisin, Simone', 'role': 'Une infirmière'}, {'actor': 'Géniat, Gilberte', 'role': 'La cliente de la voyante'}, {'actor': 'Harden, Jacques', 'role': 'Un journaliste obligeant'}, {'actor': 'Hell, René', 'role': 'Un journaliste'}, {'actor': 'Lacroix, Julien (I)', 'role': 'Himself'}, {'actor': 'Lanne, Mary', 'role': 'Herself'}, {'actor': 'Larive, Léon', 'role': 'Un client du taxi'}, {'actor': 'Le Chanois, Jean-Paul', 'role': 'Un infirmier'}, {'actor': 'Leclair, Sophie', 'role': 'Raymonde, la petite amie de Gaston'}, {'actor': 'Lude, Christian', 'role': 'Marcel Forestier, le dentiste'}, {'actor': 'Magnat, Marcel', 'role': 'Le concierge-agent de police'}, {'actor': 'Malbert, Albert', 'role': 'Le concierge des HLM'}, {'actor': 'Marceau, Maurice', 'role': 'Le contrôleur'}, {'actor': 'Marchal, Arlette', 'role': 'Madame Forestier'}, {'actor': 'Marjac, René', 'role': 'Himself'}, {'actor': 'Mayo, Christiane', 'role': 'Herself'}, {'actor': 'Michel, Albert', 'role': 'Un futur papa'}, {'actor': 'Mondy, Pierre', 'role': ""L'ami de Forestier""}, {'actor': 'Moreau, Gilbert', 'role': 'Himself'}, {'actor': 'Morel, Geneviève', 'role': 'La voisine'}, {'actor': 'Nastorg, Michel', 'role': 'Un client'}, {'actor': 'Oury, Gérard', 'role': 'Un journaliste aigri'}, {'actor': 'Patrix, Georges', 'role': 'Himself'}, {'actor': 'Piccoli, Michel', 'role': 'Un journaliste aux archives'}, {'actor': 'Rafal, Roger', 'role': 'Himself'}, {'actor': 'Sanfrenier', 'role': ""L'ambulancier""}, {'actor': 'Sylvain (I)', 'role': 'Le client en bagarre'}, {'actor': 'Sylvère, Jean', 'role': 'Un futur papa'}, {'actor': 'Trabaud, Pierre', 'role': 'Gaston'}, {'actor': 'Tréjean, Max', 'role': 'Himself'}, {'actor': 'Valmain, Frédéric', 'role': 'Himself'}, {'actor': 'Villé, Paul', 'role': ""Victor, le chauffer pas d'accord""}, {'actor': 'Yvernès, Eugène', 'role': 'Un client du taxi'}, {'actor': 'de Funès, Louis', 'role': 'Un futur papa'}, {'actor': 'de Lapparent, Hubert', 'role': 'Un infirmier'}]","Le Chanois, Emma",,"['Le Chanois, Jean-Paul', 'Joffé, Alex', 'Le Chanois, Jean-Paul']",thérèse ravenaz charming young woman also victim seducer abandoned soon told expecting baby trace unworthy lover board taxi driven emile gauthier friendly cabdriver accepts help street street district district seducer nowhere found paris finally achieves end quest holy grail learns bastard already married fortunately emile heart gold thérèse ravenaz charming young woman also victim seducer abandoned soon told expecting baby trace unworthy lover board taxi driven emile gauthier friendly cabdriver accepts help street street district district seducer nowhere found paris finally achieves end quest holy grail learns bastard already married fortunately emile heart gold
160,000858,...The Making of...,2003,Comedy,English,USA,"Fannin, Behn","['Birmingham, Megan', 'Fannin, Behn']","[{'actor': 'Ahmed, Noor', 'role': 'Indie Director'}, {'actor': 'Anderson, James (XVII)', 'role': 'Vid. Op. 1'}, {'actor': 'Anneken, Kelly', 'role': 'Video Op. 2'}, {'actor': 'Bruening, Ben', 'role': 'Indie Boom/Sound'}, {'actor': 'Buol, Mike', 'role': 'Gaffer'}, {'actor': 'Charles, Dustin', 'role': 'Producer (Dustin Rettenmund)'}, {'actor': 'Evans, Dominick', 'role': 'Make-Up Artist'}, {'actor': 'Fannin, Behn', 'role': 'Director (Ben Fannin)'}, {'actor': 'Fraver, Matt', 'role': 'Vid. Op. 5'}, {'actor': 'Lockhart, Jason (II)', 'role': 'Another Grip'}, {'actor': 'Macey, Caroline', 'role': 'Actress'}, {'actor': 'Marshall, Scott (III)', 'role': 'DP'}, {'actor': 'Perry, Rich', 'role': 'Indie DP'}, {'actor': 'Robison, Chad', 'role': 'A Grip'}, {'actor': 'Thorne, William (II)', 'role': 'Key Grip'}, {'actor': 'Witherell, Neil Vance', 'role': 'Vid. Op. 2'}]","Fannin, Behn","['dv-film', 'set', 'dv', 'director', 'farce', 'mockumentary']","Fannin, Behn",mockumentary group documentray filmmaker trying make documentary trying make documentary trying make overthetop comedy egotistical director conceptstunned crew somehow make way production process set truly worst case scenario obviously best film ever made mockumentary group documentray filmmaker trying make documentary trying make documentary trying make overthetop comedy egotistical director conceptstunned crew somehow make way production process set truly worst case scenario obviously best film ever made
161,000866,...Va man dar khoshbakhti-e shirin be donya amadam!,2001,"['Drama', 'Short']",Persian,Iran,"Anvari, Kiarash",,"[{'actor': 'Hedayati, Mohammad-Reza', 'role': 'Advertiser'}, {'actor': 'Mazloumipour, Siavash', 'role': 'A man who is filming himself'}]","SabetKasaie, Akbar",,"Anvari, Kiarash",four oclock early morning strange voice talk answering machine announces surprise cardboard box front door filled voice picture another time place time november 1977 two year revolution iran experimental short film beckett style jump one time zone another four oclock early morning strange voice talk answering machine announces surprise cardboard box front door filled voice picture another time place time november 1977 two year revolution iran experimental short film beckett style jump one time zone another
162,000886,...Yahaan,2005,Romance,Hindi,India,"Sircar, Shoojit","['Moitra, Shantanu', 'Sameeruddin (I)']","[{'actor': 'Ahluwalia, Dolly', 'role': 'Herself'}, {'actor': 'Dubey, Saurabh', 'role': 'Himself'}, {'actor': 'Juhi', 'role': 'Herself'}, {'actor': 'Kohli, Sameer', 'role': 'Army Doctor'}, {'actor': 'Lamba, Minissha', 'role': 'Adaa'}, {'actor': 'Prakash, Gyan', 'role': 'Himself'}, {'actor': 'Rao, Gajraj', 'role': 'Home Minister'}, {'actor': 'Sharma, Yashpal', 'role': 'Shakil Ahmed'}, {'actor': 'Shergill, Jimmy', 'role': 'Captain Aman'}, {'actor': 'Tiwari, Mukesh', 'role': 'Himself'}]",Shekhar (V),"['soldier', 'lake', 'love', 'false-accusation', 'terrorist', 'kashmir', 'forbidden-love', 'muslim', 'ice', 'hindu', 'army']","['Kohli, Sameer', 'Mahesh (I)', 'Mishra, Piyush (I)', 'Sabapati']",gone day bollywood actor shammi kapoor used sing frolic dance kashmir kashmiri live fear death visit every day one hand terrorist want independent kashmir free interference india pakistan hand soldier indian armed force terrorize releasing information may terrorist activity amidst live islamic adaa family meet hindu captain aman indian army fall love want get married complication said get away lot thing kashmir marry someone different religion commit biggest crime earth especially young woman named adaa brother named shakil ahmed wanted terrorist gone day bollywood actor shammi kapoor used sing frolic dance kashmir kashmiri live fear death visit every day one hand terrorist want independent kashmir free interference india pakistan hand soldier indian armed force terrorize releasing information may terrorist activity amidst live islamic adaa family meet hindu captain aman indian army fall love want get married complication said get away lot thing kashmir marry someone different religion commit biggest crime earth especially young woman named adaa brother named shakil ahmed wanted terrorist
163,000896,"...al fin, el mar",2005,"['Drama', 'Romance']","['English', 'Spanish']","['Argentina', 'Cuba']","Dyszel, Jorge","Nuñez, Miguel (I)","[{'actor': 'Alvarez, Ever', 'role': 'Jinetero'}, {'actor': 'Andriole, David', 'role': 'Chris'}, {'actor': 'Blasi, Juan', 'role': 'Bachero'}, {'actor': 'Castro, Magi', 'role': 'Empleada Registro Civil'}, {'actor': 'Cazaux, Luciano', 'role': 'Paramédico'}, {'actor': 'Cruz, Vladimir', 'role': 'Pablo'}, {'actor': 'De la Torre, Rafael (I)', 'role': 'Capitan'}, {'actor': 'Desvernine, Mayra', 'role': 'Vecina balcon'}, {'actor': 'Dyszel, Jorge', 'role': 'Paramédico'}, {'actor': 'Dávila, Miriam', 'role': 'Vecina balcon'}, {'actor': 'Gomez, Yazmin', 'role': 'Madre negocio de ropa'}, {'actor': 'Gutierrez Alea, Audry', 'role': 'Mariana'}, {'actor': 'Gutierrez Guerra, Estela', 'role': 'Vecina balcon'}, {'actor': 'Hernández, Juan Carlos (I)', 'role': 'Jefe de Cocina'}, {'actor': 'Jalfen, Diego', 'role': 'Jerry'}, {'actor': 'Levinas, Martin', 'role': 'Benn'}, {'actor': 'Lima, Paula (II)', 'role': 'Doctora'}, {'actor': 'Lynn, Verónica', 'role': 'Julie'}, {'actor': 'Merino Bernal, Isaily', 'role': 'Hija adolescente'}, {'actor': 'Mestre, Diana', 'role': 'Mujer que reza'}, {'actor': 'Moras, Laura', 'role': 'Recepcionista'}, {'actor': 'Muñoz, Alexander', 'role': 'Frank'}, {'actor': 'Newton, Leon', 'role': 'Alfredo FM'}, {'actor': 'Núñez, Joel (I)', 'role': 'Tony'}, {'actor': 'Pinti, Enrique', 'role': 'Tito'}, {'actor': 'Pomares, Raúl', 'role': 'Humberto'}, {'actor': 'Preston, Gale', 'role': 'Tom'}, {'actor': 'Quesada, Julio', 'role': 'Juancito'}]","Pérez, Miguel (II)","['wall-street', 'havana-cuba', 'sea', 'businessman', 'yuppie']","['Dyszel, Jorge', 'Gutierrez Alea, Audry']",tony cubanamerican metal trader one sunny morning fishing key westflorida find wreck makeshift raft floating close beach rafter name carved wood boat pablo mariana tony travel cuba find family rafter tell found journey also becomes discovery cuban root tony find family shocked surprised find beautiful mariana presumed died sea awakens true destiny tony cubanamerican metal trader one sunny morning fishing key westflorida find wreck makeshift raft floating close beach rafter name carved wood boat pablo mariana tony travel cuba find family rafter tell found journey also becomes discovery cuban root tony find family shocked surprised find beautiful mariana presumed died sea awakens true destiny
164,000899,...and Then It Happened,1972,Short,English,USA,"Starbecker, Gene",,"[{'actor': 'Fonda, Richard', 'role': 'Narrator'}, {'actor': 'Mostel, Josh', 'role': 'Wally'}]","['Armon, C.H.', 'Hall, Thomas H.']","['educational-film', 'accident', 'school-bus', 'knife', 'dog', 'drugs', 'ephemeral-film', 'cigarette-smoking', 'safety', 'death']",,school bus safety film follows last bus ride given two safest bus driver wally vega emma hammer death attributed carelessness part rowdy school child drive distrubances ranging knife fighting smoking drug use dog mouse let loose bus school bus safety film follows last bus ride given two safest bus driver wally vega emma hammer death attributed carelessness part rowdy school child drive distrubances ranging knife fighting smoking drug use dog mouse let loose bus
165,000901,"...and on the 7th Day, God Rocked",2008,"['Comedy', 'Music']",English,USA,"Page, Jason (II)","['Hippe, Tyrone', 'Page, Jason (II)']","[{'actor': 'Abts, Amy', 'role': 'Gladys'}, {'actor': 'Agurkis, John', 'role': 'Karl Olafsson'}, {'actor': 'Ahasay, Julie', 'role': 'Pat Radke'}, {'actor': 'Boberg, Carrie', 'role': 'Melinda'}, {'actor': 'Boberg, Steven', 'role': 'Douglas'}, {'actor': 'Clokey, MariAnna', 'role': 'Mentee'}, {'actor': 'Curran, Abraham', 'role': 'Ben'}, {'actor': 'Ehlert, Jeremy', 'role': 'Liam'}, {'actor': 'Gleason, Carolyn', 'role': 'Angie Hynes'}, {'actor': 'Glover, Matthew (II)', 'role': 'Trenton Ellis III'}, {'actor': 'Johnson, Onyx', 'role': 'Ordell'}, {'actor': 'Kujawa, Jody', 'role': 'Lars'}, {'actor': 'Luoma, Rochelle', 'role': 'Trina'}, {'actor': 'Masterman, Londo', 'role': 'Ferdinand'}, {'actor': 'McConnell, Erin', 'role': 'Merriam'}, {'actor': 'Moore, Greg (III)', 'role': 'Mr. Matthews'}, {'actor': 'Moore, Tanya (II)', 'role': 'Claire'}, {'actor': 'Nilsson, Rob', 'role': 'Secular Heckler'}, {'actor': 'Ooley, Peter', 'role': 'Neil'}, {'actor': 'Page, Jason (II)', 'role': 'Tom'}, {'actor': 'Peterson, Trevor (II)', 'role': 'Pee Wee'}, {'actor': 'Rorke, John (II)', 'role': 'Brad'}, {'actor': 'Sauer, Carl', 'role': 'Harley'}, {'actor': 'Setterlund, Jack', 'role': 'Father John Gordon'}, {'actor': 'Stofer, Zachary', 'role': 'Ward'}, {'actor': 'Torkelson, Jake', 'role': 'Baby Dave'}, {'actor': 'Trudeau, Marcus', 'role': 'Angry Soup Kitchen Patron'}, {'actor': 'Zeppa, Alan', 'role': 'Sam Radke'}]","['Boberg, Carrie', 'Page, Jason (II)']","['battle-of-the-bands', 'musician', 'sacred-heart', 'band', 'mockumentary']","Page, Jason (II)",root laughoutloud rockumentary christian battle band wrathful old testament hiphoppers son abraham bornagain hardrockers savior lapsed catholic angie hynes who gone punk country search success folksy lovefest harmonyladen trio glory authority recording contract awaits winner god perhaps promoter know root laughoutloud rockumentary christian battle band wrathful old testament hiphoppers son abraham bornagain hardrockers savior lapsed catholic angie hynes who gone punk country search success folksy lovefest harmonyladen trio glory authority recording contract awaits winner god perhaps promoter know
166,000944,...go I,2007,"['Drama', 'Short']",English,USA,"Milano, Thom","Zhivago, Jimi","[{'actor': 'Evangelista, Jennie', 'role': 'Jennie'}, {'actor': 'Milano, Thom', 'role': 'Homeless Man'}, {'actor': 'Raccioppi, Nicholas', 'role': 'Nicky'}, {'actor': 'Racioppi, Danny Boy', 'role': 'Danny Boy'}]","Hamilton, Whitney (I)","['addiction', 'social-issues', 'punctuation-in-title', 'homelessness', 'ellipsis-in-title']","Milano, Thom",go contemporary exploration family life urban new york span two day homeless man sits vigil across street brownstone occupied mother two young son homeless man intention questionable sit watch second day mother approach man offer money relationship becomes clear tragedy situation revealed go contemporary exploration family life urban new york span two day homeless man sits vigil across street brownstone occupied mother two young son homeless man intention questionable sit watch second day mother approach man offer money relationship becomes clear tragedy situation revealed
167,000954,...kai dyo avga Tourkias,1987,Comedy,Greek,Greece,"Fotiadis, Aris","Portokaloglou, Nikos","[{'actor': 'Dafnis, Nikos', 'role': 'Himself'}, {'actor': 'Halkias, Kostas', 'role': 'Himself'}, {'actor': 'Ioakeimidis, Dimitris', 'role': 'Himself'}, {'actor': 'Kafetzopoulos, Antonis', 'role': 'Giannis'}, {'actor': 'Koernig, Gunar', 'role': 'Himself'}, {'actor': 'Maniatis, Vangelis (I)', 'role': 'Himself'}, {'actor': 'Nikolaidis, Panos', 'role': 'Himself'}, {'actor': 'Panagiotopoulos, Mihalis (I)', 'role': 'Himself'}, {'actor': 'Papageorgiou, Konstantinos', 'role': 'Himself'}, {'actor': 'Perlegas, Timos', 'role': 'Uncle'}, {'actor': 'Piatas, Dimitris', 'role': 'Moustafa'}, {'actor': 'Poulikakos, Dimitris', 'role': 'Himself'}, {'actor': 'Vakousis, Manos', 'role': 'Himself'}]",,,"Fotiadis, Aris",giannis subversive young man rebel social institution authority unemployed conviction cohabits german friend ilze support help arrogant uncle fallen aristocrat drug smuggling becomes friend pontian turk mustapha latter entered greece illegally follows giannis athens hoping find greek grandmother none giannis grandmother well mustapha steal hearty ilze entertains tale exploit uncle turn police truly tight squeeze get time despite leave turkey stray albania arrested sentenced manual labor giannis subversive young man rebel social institution authority unemployed conviction cohabits german friend ilze support help arrogant uncle fallen aristocrat drug smuggling becomes friend pontian turk mustapha latter entered greece illegally follows giannis athens hoping find greek grandmother none giannis grandmother well mustapha steal hearty ilze entertains tale exploit uncle turn police truly tight squeeze get time despite leave turkey stray albania arrested sentenced manual labor
168,000962,...mehri to ploio,1966,Drama,Greek,Greece,"Damianos, Alexis","Fotopoulou, Klelia","[{'actor': 'Bourbouhaki, Eleni', 'role': 'Herself'}, {'actor': 'Charalabidis, Yorgos', 'role': 'Himself'}, {'actor': 'Damianos, Alexis', 'role': 'Himself'}, {'actor': 'Damianou, Hristina', 'role': 'Herself'}, {'actor': 'Garkasoulas, Antonis', 'role': 'Himself'}, {'actor': 'Loukas, Spyros', 'role': 'Himself'}, {'actor': 'Mastoras, Mihalis', 'role': 'Himself'}, {'actor': 'Mazis, Giorgos', 'role': 'Himself'}, {'actor': 'Mitsakis, Vasilis', 'role': 'Himself'}, {'actor': 'Tsagas, Christos', 'role': 'Himself'}]",,,"['Damianos, Alexis', 'Passagiannis, Spyros', 'Xenopoulos, Grigorios']",gruff highlander leaf village head town harbor embark australia follow descent sea three story first work blacksmith know erotic attraction pure girlfriend friend put flight later meet sensual tomboy symbolizes enchantment wild nature destiny end brothel finally harbor piraeus stay humble house couple separating meet crestfallen woman weary poverty abandonment together take ship voluntary exile gruff highlander leaf village head town harbor embark australia follow descent sea three story first work blacksmith know erotic attraction pure girlfriend friend put flight later meet sensual tomboy symbolizes enchantment wild nature destiny end brothel finally harbor piraeus stay humble house couple separating meet crestfallen woman weary poverty abandonment together take ship voluntary exile
